sourceName,sourceVersion,device,type,unit,creationDate,startDate,endDate,value
"Tazi’s Apple Watch","5.1.3","<<HKDevice: 0x282b666c0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch4,3, software:5.1.3>","HeartRate","count/min",2019-02-14 07:10:15 +0100,2019-02-14 07:10:13 +0100,2019-02-14 07:10:13 +0100,107
"Tazi’s Apple Watch","5.1.3","<<HKDevice: 0x282b66760>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch4,3, software:5.1.3>","HeartRate","count/min",2019-02-14 07:10:20 +0100,2019-02-14 07:10:19 +0100,2019-02-14 07:10:19 +0100,109
"Tazi’s Apple Watch","5.1.3","<<HKDevice: 0x282b66800>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch4,3, software:5.1.3>","HeartRate","count/min",2019-02-14 07:10:25 +0100,2019-02-14 07:10:21 +0100,2019-02-14 07:10:21 +0100,108
"Tazi’s Apple Watch","5.1.3","<<HKDevice: 0x282b668a0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch4,3, software:5.1.3>","HeartRate","count/min",2019-02-14 07:10:31 +0100,2019-02-14 07:10:30 +0100,2019-02-14 07:10:30 +0100,104
"Tazi’s Apple Watch","5.1.3","<<HKDevice: 0x282b66940>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch4,3, software:5.1.3>","HeartRate","count/min",2019-02-14 07:10:36 +0100,2019-02-14 07:10:31 +0100,2019-02-14 07:10:31 +0100,104
"Tazi’s Apple Watch","5.1.3","<<HKDevice: 0x282b669e0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch4,3, software:5.1.3>","HeartRate","count/min",2019-02-14 07:10:41 +0100,2019-02-14 07:10:36 +0100,2019-02-14 07:10:36 +0100,102
"Tazi’s Apple Watch","5.1.3","<<HKDevice: 0x282b66a80>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch4,3, software:5.1.3>","HeartRate","count/min",2019-02-14 07:10:46 +0100,2019-02-14 07:10:41 +0100,2019-02-14 07:10:41 +0100,100
"Tazi’s Apple Watch","5.1.3","<<HKDevice: 0x282b66b20>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch4,3, software:5.1.3>","HeartRate","count/min",2019-02-14 07:10:51 +0100,2019-02-14 07:10:50 +0100,2019-02-14 07:10:50 +0100,100
"Tazi’s Apple Watch","5.1.3","<<HKDevice: 0x282b66bc0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch4,3, software:5.1.3>","HeartRate","count/min",2019-02-14 07:10:56 +0100,2019-02-14 07:10:55 +0100,2019-02-14 07:10:55 +0100,97
"Tazi’s Apple Watch","5.1.3","<<HKDevice: 0x282b66c60>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch4,3, software:5.1.3>","HeartRate","count/min",2019-02-14 07:11:01 +0100,2019-02-14 07:10:56 +0100,2019-02-14 07:10:56 +0100,97
"Tazi’s Apple Watch","5.1.3","<<HKDevice: 0x282b66d00>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch4,3, software:5.1.3>","HeartRate","count/min",2019-02-14 07:11:06 +0100,2019-02-14 07:11:01 +0100,2019-02-14 07:11:01 +0100,95
"Tazi’s Apple Watch","5.1.3","<<HKDevice: 0x282b66da0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch4,3, software:5.1.3>","HeartRate","count/min",2019-02-14 07:11:11 +0100,2019-02-14 07:11:08 +0100,2019-02-14 07:11:08 +0100,94
"Tazi’s Apple Watch","5.1.3","<<HKDevice: 0x282b66e40>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch4,3, software:5.1.3>","HeartRate","count/min",2019-02-14 07:11:16 +0100,2019-02-14 07:11:15 +0100,2019-02-14 07:11:15 +0100,94
"Tazi’s Apple Watch","5.1.3","<<HKDevice: 0x282b66ee0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch4,3, software:5.1.3>","HeartRate","count/min",2019-02-14 07:11:21 +0100,2019-02-14 07:11:17 +0100,2019-02-14 07:11:17 +0100,94
"Tazi’s Apple Watch","5.1.3","<<HKDevice: 0x282b66f80>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch4,3, software:5.1.3>","HeartRate","count/min",2019-02-14 07:11:26 +0100,2019-02-14 07:11:21 +0100,2019-02-14 07:11:21 +0100,95
"Tazi’s Apple Watch","5.1.3","<<HKDevice: 0x282b67020>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch4,3, software:5.1.3>","HeartRate","count/min",2019-02-14 07:11:31 +0100,2019-02-14 07:11:28 +0100,2019-02-14 07:11:28 +0100,97
"Tazi’s Apple Watch","5.1.3","<<HKDevice: 0x282b670c0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch4,3, software:5.1.3>","HeartRate","count/min",2019-02-14 07:11:36 +0100,2019-02-14 07:11:31 +0100,2019-02-14 07:11:31 +0100,97
"Tazi’s Apple Watch","5.1.3","<<HKDevice: 0x282b67160>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch4,3, software:5.1.3>","HeartRate","count/min",2019-02-14 07:11:41 +0100,2019-02-14 07:11:37 +0100,2019-02-14 07:11:37 +0100,99
